1,0351562499999858;
2,011718749999986;
2,207031249999986;
3,183593749999986;
3,183593749999986;
3,76953125;
3,76953125;
3,76953125;
4,35546875;
4,35546875;
4,35546875;
4,35546875;
4,35546875;
4,74609375;
4,74609375;
5,33203125;
4,94140625;
5,13671875;
5,33203125;
5,52734375;
5,33203125;
5,52734375;
5,52734375;
5,72265625;
5,72265625;
5,91796875;
5,72265625;
5,72265625;
6,30859375;
6,30859375;
6,30859375;
6,69921875;
6,89453125;
6,69921875;
7,08984375;
7,28515625;
7,28515625;
7,08984375;
7,48046875;
7,48046875;
7,48046875;
7,67578125;
7,67578125;
7,48046875;
7,67578125;
7,67578125;
7,67578125;
7,87109375;
7,67578125;
7,48046875;
7,08984375;
7,48046875;
7,87109375;
7,67578125;
7,87109375;
7,87109375;
7,28515625;
7,08984375;
7,08984375;
7,48046875;
6,89453125;
6,69921875;
6,50390625;
6,30859375;
6,11328125;
6,11328125;
6,30859375;
5,72265625;
5,33203125;
5,52734375;
5,33203125;
5,33203125;
5,13671875;
4,74609375;
4,55078125;
4,35546875;
4,35546875;
4,16015625;
4,16015625;
3,96484375;
3,96484375;
3,76953125;
3,574218749999986;
3,183593749999986;
3,183593749999986;
2,988281249999986;
3,183593749999986;
2,988281249999986;
1,0351562499999858;
0,6445312499999858;
-5,80078125;
-13,61328125;
-16,73828125;
-20,058593750000007;
-23,378906250000007;
-25,72265625;
-27,08984375;
-28,06640625;
-28,65234375;
-29,04296875;
-29,43359375;
-29,62890625;
-30,01953125;
-30,60546875;
-30,60546875;
-31,19140625;
-31,38671875;
-31,97265625;
-32,16796875;
-32,16796875;
-32,36328125000001;
-32,16796875;
-32,55859375000001;
-32,16796875;
-32,75390625000001;
-33,14453125000001;
-33,73046875000001;
-34,31640625000001;
-34,51171875000001;
-34,51171875000001;
-34,12109375000001;
-34,51171875000001;
-33,73046875000001;
-33,92578125000001;
-33,92578125000001;
-34,51171875000001;
-35,09765625;
-34,31640625000001;
-34,31640625000001;
-33,33984375000001;
-34,31640625000001;
-34,51171875000001;
-33,92578125000001;
-33,92578125000001;
-33,92578125000001;
-34,51171875000001;
-34,31640625000001;
-34,31640625000001;
-33,92578125000001;
-33,73046875000001;
-33,53515625000001;
-32,75390625000001;
-32,55859375000001;
-31,97265625;
-31,58203125;
-31,38671875;
-30,99609375;
-31,38671875;
-30,99609375;
-30,80078125;
-30,60546875;
-30,41015625;
-30,60546875;
-30,41015625;
-30,01953125;
-30,21484375;
-30,01953125;
-29,62890625;
-29,43359375;
-29,43359375;
-29,04296875;
-29,04296875;
-28,65234375;
-28,65234375;
-28,26171875;
-28,06640625;
-27,87109375;
-27,67578125;
-27,87109375;
-27,28515625;
-27,28515625;
-27,48046875;
-27,08984375;
-26,11328125;
-25,72265625;
-24,941406250000007;
-23,964843750000007;
-23,183593750000007;
-22,792968750000007;
-22,011718750000007;
-20,839843750000007;
-19,667968750000007;
-18,30078125;
-16,93359375;
-14,98046875;
-13,41796875;
-12,636718750000014;
-10,878906250000014;
-10,292968750000014;
-8,53515625;
-7,36328125;
-6,38671875;
-5,21484375;
-4,23828125;
-3,26171875;
-1,69921875;
-1,30859375;
-0,33203125;
0,8398437499999858;
1,4257812499999858;
1,6210937499999858;
1,4257812499999858;
2,011718749999986;
2,597656249999986;
3,378906249999986;
3,183593749999986;
3,96484375;
3,76953125;
3,76953125;
4,16015625;
4,55078125;
4,35546875;
4,55078125;
4,94140625;
4,94140625;
5,33203125;
5,13671875;
4,94140625;
4,74609375;
5,13671875;
5,33203125;
5,13671875;
5,91796875;
5,72265625;
5,72265625;
5,72265625;
5,72265625;
5,91796875;
5,72265625;
6,30859375;
6,30859375;
6,30859375;
6,30859375;
6,11328125;
6,50390625;
7,08984375;
6,69921875;
7,08984375;
7,28515625;
7,08984375;
7,48046875;
7,28515625;
7,28515625;
7,28515625;
7,28515625;
7,67578125;
7,87109375;
7,48046875;
7,67578125;
7,87109375;
7,67578125;
8,06640625;
7,87109375;
7,48046875;
7,48046875;
7,87109375;
7,67578125;
7,87109375;
7,67578125;
7,67578125;
7,48046875;
7,48046875;
7,28515625;
6,50390625;
7,08984375;
6,30859375;
6,50390625;
6,30859375;
5,52734375;
5,52734375;
5,72265625;
5,91796875;
5,52734375;
5,33203125;
5,52734375;
4,74609375;
4,94140625;
4,74609375;
4,55078125;
4,35546875;
4,55078125;
3,96484375;
3,76953125;
3,76953125;
3,574218749999986;
3,574218749999986;
3,183593749999986;
3,76953125;
3,183593749999986;
2,402343749999986;
1,6210937499999858;
-0,33203125;
-7,55859375;
-14,58984375;
-17,51953125;
-21,425781250000007;
-24,355468750000007;
-26,69921875;
-27,67578125;
-28,06640625;
-28,65234375;
-29,04296875;
-29,43359375;
-30,01953125;
-30,21484375;
-30,60546875;
-30,60546875;
-30,99609375;
-31,38671875;
-31,58203125;
-32,55859375000001;
-31,97265625;
-32,16796875;
-32,55859375000001;
-32,94921875000001;
-32,36328125000001;
-32,75390625000001;
-32,94921875000001;
-32,75390625000001;
-33,33984375000001;
-33,92578125000001;
-34,12109375000001;
-34,31640625000001;
-34,51171875000001;
-34,12109375000001;
-33,53515625000001;
-33,92578125000001;
-34,12109375000001;
-34,31640625000001;
-34,70703125000001;
-34,51171875000001;
-33,92578125000001;
-34,31640625000001;
-33,92578125000001;
-34,51171875000001;
-34,31640625000001;
-34,31640625000001;
-33,92578125000001;
-34,51171875000001;
-33,92578125000001;
-34,12109375000001;
-33,92578125000001;
-33,53515625000001;
-33,73046875000001;
-33,33984375000001;
-32,55859375000001;
-32,16796875;
-31,97265625;
-31,77734375;
-31,38671875;
-31,19140625;
-30,99609375;
-30,80078125;
-30,60546875;
-30,60546875;
-30,01953125;
-29,23828125;
-29,43359375;
-29,04296875;
-28,06640625;
-27,87109375;
-27,48046875;
-26,89453125;
-26,11328125;
-25,91796875;
-24,746093750000007;
-24,160156250000007;
-23,574218750000007;
-22,597656250000007;
-22,011718750000007;
-21,035156250000007;
-20,449218750000007;
-16,54296875;
-11,269531250000014;
-9,31640625;
-6,19140625;
-3,06640625;
-1,69921875;
-0,91796875;
0,2539062499999858;
1,6210937499999858;
2,207031249999986;
2,402343749999986;
2,597656249999986;
2,402343749999986;
2,988281249999986;
3,378906249999986;
3,76953125;
3,183593749999986;
3,378906249999986;
3,574218749999986;
3,378906249999986;
3,574218749999986;
3,76953125;
3,96484375;
4,16015625;
4,16015625;
4,16015625;
3,96484375;
4,35546875;
4,55078125;
4,35546875;
4,35546875;
4,74609375;
4,74609375;
5,52734375;
5,52734375;
5,72265625;
5,72265625;
6,50390625;
6,30859375;
5,91796875;
6,30859375;
6,50390625;
6,89453125;
6,50390625;
6,69921875;
6,50390625;
6,89453125;
6,89453125;
6,89453125;
7,08984375;
6,89453125;
7,48046875;
7,28515625;
7,28515625;
7,28515625;
7,48046875;
7,48046875;
7,48046875;
7,48046875;
7,48046875;
7,48046875;
7,67578125;
